IR_PARAMETER_DESC,PARENT_CATEGORY,SUB_CATEGORY
Phosphorus Pentoxide,Nutrients,Phosphorus
Potassium oxide,Nutrients,Potassium
Silica [Silicone dioxide],Solids,Suspended Solids
"Flow, discharge",Flow,Flow
"Flow, reclamation",Flow,Flow
"Flow, irrigation",Flow,Flow
Benzopyrene,Toxic Organics,Toxic Organics
Fecal Matter,Uncategorized,Uncategorized
"Benzene, calculated limit",Toxic Organics,Toxic Organics
"Lead, calculated limit",Metals,Lead
"Phenol, calculated limit",Toxic Organics,Toxic Organics
"Thallium, calculated limit",Metals,Thallium
"Heterotrophic bacteria, total",Pathogens,Pathogens
Run time,Uncategorized,Uncategorized
IC25 Low Flow Pass/Fail Static Renewal 48Hr Acute Pimephales promelas,Toxic Organics,Toxic Organics
IC25 Low Flow Pass/Fail Static Renewal 48Hr Acute Menidia beryllina,Toxic Organics,Toxic Organics
IC25 Pass/Fail Static 24Hr Acute Pimephales promelas,Aquatic Toxicity,Aquatic Toxicity
IC25 Low Flow Pass/Fail Sub-Lethal Static Renewal 7 Day Chronic Menidia beryllina,Toxic Organics,Toxic Organics
IC25 Low Flow Pass/Fail Static Renewal 48Hr Acute Daphnia pulex,Toxic Organics,Toxic Organics
IC25 Lethal Static Renewal 48HR Acute Daphnia pulex,Toxic Organics,Toxic Organics
IC25 Sub-Lethal Static Renewal 7 Day Chronic Ceriodaphnia dubia,Toxic Organics,Toxic Organics
IC25 Lethal Static Renewal 48HR Acute Menidia menidia,Toxic Organics,Toxic Organics
IC25 Lethal Static Renewal 48HR Acute Americamysis bahia,Toxic Organics,Toxic Organics
IC25 Low Flow Pass/Fail Static Renewal 48Hr Acute Americamysis bahia,Toxic Organics,Toxic Organics
IC25 Low Flow Pass/Fail Sub-Lethal Static Renewal 7 Day Chronic Pimephales promelas,Toxic Organics,Toxic Organics
IC25 Pass/Fail Static 24Hr Acute Menidia beryllina,Aquatic Toxicity,Aquatic Toxicity
IC25 Lethal Static Renewal 7 Day Chronic Ceriodaphnia dubia,Toxic Organics,Toxic Organics
"Strontium 90, dissolved",Other,Radiation
IC25 Sub-Lethal Static Renewal 7 Day Chronic Americamysis bahia,Toxic Organics,Toxic Organics
LOEC Lethal Survival Static Renewal 7 Day Chronic  Menidia beryllina,Toxic Organics,Toxic Organics
IC25 Pass/Fail Static 24Hr Acute Daphnia magna,Aquatic Toxicity,Aquatic Toxicity
IC25 Low Flow Pass/Fail Static Renewal 48Hr Acute Daphnia magna,Toxic Organics,Toxic Organics
IC25 Lethal Static Renewal 7 Day Chronic Menidia beryllina,Toxic Organics,Toxic Organics
Dixylylethane [DEX],Uncategorized,Uncategorized
Pass/Fail Static 48Hr Chronic Mytilus edulis,Aquatic Toxicity,Aquatic Toxicity
%Effect Static 48Hr Chronic Mytilus edulis,Aquatic Toxicity,Aquatic Toxicity
%Effect Static 48Hr Chronic Crassostrea gigas,Other,Fuel
%Effect Static Renewal 7 Day Chronic Holmesimysis costata,Toxic Organics,Toxic Organics
"Tetrahydroxymethylphosphonium chloride, THPC",Toxic Organics,Toxic Organics
"1,2,3,4-Tetrachlorobenzene",Toxic Organics,Toxic Organics
Diclofenac,Uncategorized,Uncategorized
Percent Base Saturation,Uncategorized,Uncategorized
Phosphorus Adsorption,Nutrients,Phosphorus
Hydroxide,Uncategorized,Uncategorized
"Radium, dissolved",Other,Radiation
Creosote [Coal Tar],Other,Other
Butyraldehyde,Toxic Organics,Toxic Organics
Toluenediamine,Toxic Organics,Toxic Organics
Gasoline,Other,Fuel
Soil Erodibility Potential,Other,Fuel
Toxics,Uncategorized,Uncategorized
Picric acid,pH,pH
Aluminum oxide,Metals,Aluminum
Barium oxide,Metals,Barium
Sodium oxide,Solids,Dissolved Solids
Clostridium perfringens,Uncategorized,Uncategorized
"Nitrogen, total",Nutrients,Nitrogen
Tetramethylammonium chloride,Toxic Organics,Toxic Organics
"pH range excursions, greater than 30 minutes",pH,pH
"Flowing, Receiving Stream",Flow,Flow
BOD excursions,Organics,COD
Duration of Land Application,pH,pH
Total Amount Land Applied,Uncategorized,Uncategorized
Nitrotriazolone [NTO],Uncategorized,Uncategorized
"Carbon, dissolved inorganic [as C]",Organics,COD
Total K001 Constituents,Uncategorized,Uncategorized
Aluminum [total],Metals,Aluminum
Iron [total],Metals,Iron
Manganese [total],Metals,Manganese
Mixing Zone,Uncategorized,Uncategorized
"Phosphorus, total [as P] [credit]",Nutrients,Phosphorus
"Nitrogen, total [as N] [credit]",Nutrients,Nitrogen
"Nitrogen, total [as N] [adjusted]",Nutrients,Nitrogen
"Nitrogen, total [as N] [delivered]",Nutrients,Nitrogen
Nalco 3D TRASAR 3DT289,Toxic Organics,Toxic Organics
Nalco TRAC107 PLUS,Toxic Organics,Toxic Organics
Dimethyldiallylammonium chloride,Toxic Organics,Toxic Organics
Poly[diallyldimethylammonium chloride],Toxic Organics,Toxic Organics
Potassium aluminum sulfate [Alum],Metals,Aluminum
2-Methyl-5-nitrobenzenamine,Toxic Organics,Toxic Organics
Bacteria,Pathogens,Pathogens
"Observation, Manatees",Uncategorized,Uncategorized
"RCRA/CERCLA substances, 40 CFR 264 App IX",Uncategorized,Uncategorized
"1,2-Dinitrobenzene",Toxic Organics,Toxic Organics
Vibrio cholerae,Uncategorized,Uncategorized
Organisms greater than or equal to 50 micrometers,Pathogens,Pathogens
Organisms less than 50 micrometers and greater than or equal to 10 micrometers,Pathogens,Pathogens
Wetlands Monitoring,Uncategorized,Uncategorized
"Polychlorinated biphenyls [PCBs], sum of Aroclors",Inorganics,Disinfectants
Mercury minimization,Metals,Mercury
Oil-Based Defoamer,Other,Other
Chlorinated benzenes,Inorganics,Disinfectants
Grease,Organics,Other Organics
"2,2',5-TrCB , PCB-18  congener",Toxic Organics,Toxic Organics
"2,4,4'-TrCB, PCB-28  congener",Toxic Organics,Toxic Organics
"3,4,4'-TrCB , PCB-37  congener",Toxic Organics,Toxic Organics
"2,2',3,5'-TeCB, PCB-44  congener",Toxic Organics,Toxic Organics
"2,2',4,5'-TeCB , PCB-49  congener",Toxic Organics,Toxic Organics
"2,2',5,5'-TeCB, PCB-52  congener",Toxic Organics,Toxic Organics
"2,3',4,4'-TeCB, PCB-66  congener",Toxic Organics,Toxic Organics
"2,3',4',5-TeCB , PCB-70  congener",Toxic Organics,Toxic Organics
"2,4,4',5-TeCB , PCB-74  congener",Toxic Organics,Toxic Organics
"3,3',4,4'-TeCB, PCB-77  congener",Toxic Organics,Toxic Organics
"3,4,4',5-TeCB, PCB-81  congener",Toxic Organics,Toxic Organics
"2,2',3,4,5'-PeCB , PCB-87  congener",Toxic Organics,Toxic Organics
"2,2',4,4',5-PeCB , PCB-99  congener",Toxic Organics,Toxic Organics
"2,2',4,5,5'-PeCB, PCB-101  congener",Toxic Organics,Toxic Organics
"2,3,3',4,4'-PeCB, PCB-105  congener",Toxic Organics,Toxic Organics
"2,3,3',4',6-PeCB , PCB-110  congener",Toxic Organics,Toxic Organics
"2,3,4,4',5-PeCB, PCB-114  congener",Toxic Organics,Toxic Organics
"2,3',4,4',5-PeCB, PCB-118  congener",Toxic Organics,Toxic Organics
"2,3',4,4',6-PeCB , PCB-119  congener",Toxic Organics,Toxic Organics
"2',3,4,4',5-PeCB, PCB-123  congener",Toxic Organics,Toxic Organics
"3,3',4,4',5-PeCB, PCB-126  congener",Toxic Organics,Toxic Organics
"2,2',3,3',4,4'-HxCB, PCB-128  congener",Toxic Organics,Toxic Organics
"2,2',3,4,4',5'-HxCB, PCB-138  congener",Toxic Organics,Toxic Organics
"2,2',3,4',5',6-HxCB , PCB-149  congener",Toxic Organics,Toxic Organics
"2,2',3,5,5',6-HxCB , PCB-151  congener",Toxic Organics,Toxic Organics
"2,2',4,4',5,5'-HxCB, PCB-153  congener",Toxic Organics,Toxic Organics
"2,3,3',4,4',5-HxCB, PCB-156  congener",Toxic Organics,Toxic Organics
"2,3,3',4,4',5'-HxCB, PCB-157  congener",Toxic Organics,Toxic Organics
"2,3,3',4,4',6-HxCB , PCB-158  congener",Toxic Organics,Toxic Organics
"2,3',4,4',5,5'-HxCB, PCB-167  congener",Toxic Organics,Toxic Organics
"2,3',4,4',5',6-HxCB , PCB-168  congener",Toxic Organics,Toxic Organics
"2,2',3,3',4,4',5-HpCB, PCB-170  congener",Toxic Organics,Toxic Organics
"2,2',3,3',4',5,6-HpCB , PCB-177  congener",Toxic Organics,Toxic Organics
"2,2',3,4,4',5,5'-HpCB, PCB-180  congener",Toxic Organics,Toxic Organics
"2,2',3,4,4',5',6-HpCB , PCB-183  congener",Toxic Organics,Toxic Organics
"2,2',3,4,4',6,6'-HpCB , PCB-184  congener",Toxic Organics,Toxic Organics
"2,2',3,4',5,5',6-HpCB, PCB-187  congener",Toxic Organics,Toxic Organics
"2,3,3',4,4',5,5'-HpCB, PCB-189  congener",Toxic Organics,Toxic Organics
"2,2',3,3',4,4',5,5'-OcCB , PCB-194  congener",Toxic Organics,Toxic Organics
"2,2',3,3',4,5',6,6'-OcCB , PCB-201  congener",Toxic Organics,Toxic Organics
"2,2',3,3',4,4',5,5',6-NoCB, PCB-206  congener",Toxic Organics,Toxic Organics
Number of connections,Other,Other
Mineral Spirits - Odorless,Other,Other
"DDT/DDD/DDE, sum of p,p' isomers",Toxic Organics,Toxic Organics
Polydimethylsiloxanes,Toxic Organics,Toxic Organics
"Polychlorinated biphenyls [PCBs], sum of congeners",Inorganics,Disinfectants
Imazamox,Uncategorized,Uncategorized
"BOD, carbonaceous [5 day, 20 C][load]",Organics,COD
Sediment Oxygen Demand,Solids,Suspended Solids
Bacteria - % samples exceeding limit,Pathogens,Pathogens
Benzofluoranthene,Toxic Organics,Toxic Organics
Cymene,Toxic Organics,Toxic Organics
"Sulfates, total [as SO4]",Solids,Dissolved Solids
"Polychlorinated biphenyls [PCBs], sum of Aroclors and Congeners",Inorganics,Disinfectants
"Sodium,total [mEq/l]",Solids,Dissolved Solids
"Magnesium, dissolved [mEq/l]",Metals,Magnesium
Salinity [PSU],Solids,Dissolved Solids
"Fluoride, total [as F] [Can Production]",Solids,Dissolved Solids
"3,3',4,4',5,5'-HxCB,PCB-169 congener",Toxic Organics,Toxic Organics
Inorganic Pollutants,Uncategorized,Uncategorized
Chloronaphthalene,Toxic Organics,Toxic Organics
N-Nitrosodiethanolamine,Toxic Organics,Toxic Organics
"Phosphorus, total [as P] [Can Production]",Nutrients,Phosphorus
"Solids, total suspended [Can Production]",Solids,Suspended Solids
"Manganese, total [as Mn] [Can Production]",Metals,Manganese
Can Production,Uncategorized,Uncategorized
"Phosphorus, total [as P] [delivered]",Nutrients,Phosphorus
"SSO, Dry Weather",Uncategorized,Uncategorized
Pass/Fail Static 1Hr Fertilization Test Chronic Tripneustes gratilla,Aquatic Toxicity,Aquatic Toxicity
Low Flow Pass/Fail Survival Test Static Renewal 7 Day Chronic Menidia beryllina,Toxic Organics,Toxic Organics
Miscellaneous Discharges [Pipeline Brine] [Free Oil],Other,Fuel
Beta/photon emitters,Other,Other
Total Production - area,Uncategorized,Uncategorized
%Effect Static Renewal 96Hr Acute Raphidocelis subcapita,Toxic Organics,Toxic Organics
Stream Velocity,Uncategorized,Uncategorized
Butyl Acrylate,Toxic Organics,Toxic Organics
Stream Level,Other,Other
Specific Oxygen Update Rate [SOUR],Uncategorized,Uncategorized
"Aluminum, total [as Al] [Can Production]",Metals,Aluminum
"Chromium, total [as Cr] [Can Production]",Metals,Chromium
Low Flow Pass/Fail Static Renewal 48Hr Acute Menidia beryllina,Toxic Organics,Toxic Organics
NOEC Lethal Static Renewal 7 Day Chronic Menidia beryllina,Toxic Organics,Toxic Organics
Coef Of Var Static Renewal 48Hr Acute Menidia beryllina,Toxic Organics,Toxic Organics
Coef Of Var Static Renewal 7Day Chronic Menidia beryllina,Toxic Organics,Toxic Organics
"Acute Mthd Survival Endpt, TSTaHo R/nR Pass/Fail, StatR96hr C dubia",Aquatic Toxicity,Aquatic Toxicity
"Acute Mthd Survival Endpt, TSTaHo R/nR Pass/Fail, StatR96hr D magna",Aquatic Toxicity,Aquatic Toxicity
"Acute Mthd Survival Endpt, TSTaHo R/nR Pass/Fail, StatR96hr A bahia",Aquatic Toxicity,Aquatic Toxicity
"Acute Mthd Survival Endpt, TSTaHo R/nR Pass/Fail, StatR96hr H costata",Aquatic Toxicity,Aquatic Toxicity
"Acute Mthd Survival Endpt, TSTaHo R/nR Pass/Fail, StatR96hr H azteca",Aquatic Toxicity,Aquatic Toxicity
"Acute Mthd Survival Endpt, TSTaHo R/nR Pass/Fail, StatR96hr S fontinalis",Metals,Tin
"Acute Mthd Survival Endpt, TSTaHo R/nR Pass/Fail, StatR96hr O mykiss",Aquatic Toxicity,Aquatic Toxicity
"Acute Mthd Survival Endpt, TSTaHo R/nR Pass/Fail, StatR96hr P promelas",Aquatic Toxicity,Aquatic Toxicity
"Acute Mthd Survival Endpt, TSTaHo R/nR Pass/Fail, StatR96hr M beryllina",Aquatic Toxicity,Aquatic Toxicity
"Acute Mthd Survival Endpt, TSTaHo R/nR Pass/Fail, StatR96hr A affinis",Aquatic Toxicity,Aquatic Toxicity
"Chronic Mthd Sublethal Endpt, TSTcHo R/nR Pass/Fail, StatR8dmax C dubia",Aquatic Toxicity,Aquatic Toxicity
"Chronic Mthd Sublethal Endpt, TSTcHo R/nR Pass/Fail, Static72hr S purpuratus",Aquatic Toxicity,Aquatic Toxicity
"Chronic Mthd Sublethal Endpt, TSTcHo R/nR Pass/Fail, Static72hr D excentricus",Aquatic Toxicity,Aquatic Toxicity
"Chronic Mthd Sublethal Endpt, TSTcHo R/nR Pass/Fail, Static48hr C gigas",Other,Fuel
"Chronic Mthd Sublethal Endpt, TSTcHo R/nR Pass/Fail, Static48hr H rufescens",Aquatic Toxicity,Aquatic Toxicity
"Chronic Mthd Sublethal Endpt, TSTcHo R/nR Pass/Fail, Static48hr Mytilus spp",Aquatic Toxicity,Aquatic Toxicity
"Chronic Mthd Sublethal Endpt, TSTcHo R/nR Pass/Fail, Static40min S purpuratus",Aquatic Toxicity,Aquatic Toxicity
"Chronic Mthd Sublethal Endpt, TSTcHo R/nR Pass/Fail, Static40min D excentricus",Aquatic Toxicity,Aquatic Toxicity
"Chronic Mthd Sublethal Endpt, TSTcHo R/nR Pass/Fail, Static80min T gratilla",Aquatic Toxicity,Aquatic Toxicity
"Chronic Mthd Sublethal Endpt Germination, TSTcHo R/nR Pass/Fail, Static48hr M pyrifera",Aquatic Toxicity,Aquatic Toxicity
"Chronic Mthd Sublethal Endpt Germ Tube Length, TSTcHo R/nR Pass/Fail, Static48hr M pyrifera",Aquatic Toxicity,Aquatic Toxicity
"Chronic Mthd Sublethal Endpt, TSTcHo R/nR Pass/Fail, StatR7d A bahia",Aquatic Toxicity,Aquatic Toxicity
"Chronic Mthd Sublethal Endpt, TSTcHo R/nR Pass/Fail, StatR7d H costata",Aquatic Toxicity,Aquatic Toxicity
"Chronic Mthd Sublethal Endpt, TSTcHo R/nR Pass/Fail, StatR7d P promelas",Aquatic Toxicity,Aquatic Toxicity
"Chronic Mthd Sublethal Endpt, TSTcHo R/nR Pass/Fail, StatR7d M beryllina",Aquatic Toxicity,Aquatic Toxicity
"Chronic Mthd Sublethal Endpt, TSTcHo R/nR Pass/Fail, StatR7d A affinis",Aquatic Toxicity,Aquatic Toxicity
"Chronic Mthd Sublethal Endpt, TSTcHo R/nR Pass/Fail, Static96hr R subcapitata",Aquatic Toxicity,Aquatic Toxicity
"Chronic Mthd Sublethal Endpt, %Effect, Median TSTcHo R/nR Pass/Fail, StatR8dmax C dubia",Aquatic Toxicity,Aquatic Toxicity
"Chronic Mthd Sublethal Endpt, %Effect, Median TSTcHo R/nR Pass/Fail, StatR7d A bahia",Aquatic Toxicity,Aquatic Toxicity
"Chronic Mthd Sublethal Endpt, %Effect, Median TSTcHo R/nR Pass/Fail, StatR7d H costata",Aquatic Toxicity,Aquatic Toxicity
"Chronic Mthd Sublethal Endpt, %Effect, Median TSTcHo R/nR Pass/Fail, StatR7d P promelas",Aquatic Toxicity,Aquatic Toxicity
"Chronic Mthd Sublethal Endpt, %Effect, Median TSTcHo R/nR Pass/Fail, StatR7d M beryllina",Aquatic Toxicity,Aquatic Toxicity
"Chronic Mthd Sublethal Endpt, %Effect, Median TSTcHo R/nR Pass/Fail, StatR7d A affinis",Aquatic Toxicity,Aquatic Toxicity
"Acute Mthd Survival Endpt, %Effect, Median TSTaHo R/nR Pass/Fail, StatR96hr C dubia",Aquatic Toxicity,Aquatic Toxicity
"Acute Mthd Survival Endpt, %Effect, Median TSTaHo R/nR Pass/Fail, StatR96hr D magna",Aquatic Toxicity,Aquatic Toxicity
"Acute Mthd Survival Endpt, %Effect, Median TSTaHo R/nR Pass/Fail, StatR96hr D pulex",Aquatic Toxicity,Aquatic Toxicity
"Acute Mthd Survival Endpt, %Effect, Median TSTaHo R/nR Pass/Fail, StatR96hr A bahia",Aquatic Toxicity,Aquatic Toxicity
"Acute Mthd Survival Endpt, %Effect, Median TSTaHo R/nR Pass/Fail, StatR96hr H costata",Aquatic Toxicity,Aquatic Toxicity
"Acute Mthd Survival Endpt, %Effect, Median TSTaHo R/nR Pass/Fail, StatR96hr H azteca",Aquatic Toxicity,Aquatic Toxicity
"Acute Mthd Survival Endpt, %Effect, Median TSTaHo R/nR Pass/Fail, StatR96hr C variegatus",Aquatic Toxicity,Aquatic Toxicity
"Acute Mthd Survival Endpt, %Effect, Median TSTaHo R/nR Pass/Fail, StatR96hr P promelas",Aquatic Toxicity,Aquatic Toxicity
"Acute Mthd Survival Endpt, %Effect, Median TSTaHo R/nR Pass/Fail, StatR96hr C leedsi",Aquatic Toxicity,Aquatic Toxicity
"Acute Mthd Survival Endpt, %Effect, Median TSTaHo R/nR Pass/Fail, StatR96hr O mykiss",Aquatic Toxicity,Aquatic Toxicity
"Acute Mthd Survival Endpt, %Effect, Median TSTaHo R/nR Pass/Fail, StatR96hr M beryllina",Aquatic Toxicity,Aquatic Toxicity
"Acute Mthd Survival Endpt, %Effect, Median TSTaHo R/nR Pass/Fail, StatR96hr A affinis",Aquatic Toxicity,Aquatic Toxicity
Thorium-234 [Radioactivity Concentration],Other,Radiation
Microcystin,Metals,Tin
"Magnesium, total [mEq/l]",Metals,Magnesium
Date Dewatering Began,Other,Other
Process 4 Product Output,Uncategorized,Uncategorized
Process 5 Product Output,Uncategorized,Uncategorized
"Copper, calculated limit",Metals,Copper
Date Discharge Began,Other,Other
"BOD, 120 Day, 20 Degrees C",Organics,COD
Pass/Fail Static 96HR Acute Americamysis bahia,Aquatic Toxicity,Aquatic Toxicity
Specific conductance [umho/cm],Solids,Dissolved Solids
Alkalinity - Acidity [as CaCO3],pH,alkalinity
Annual Certification Statement,pH,pH
% Effect/ Pass/Fail Static 48HR Chronic Macrocystis pyrifera,Aquatic Toxicity,Aquatic Toxicity
% Effect/ Pass/Fail Static 48HR Chronic Haliotis rufescens,Aquatic Toxicity,Aquatic Toxicity
Uranium-234,Metals,Uranium
Quarterly Certification Statement,pH,pH
Plutonium-239 and Plutonium-240 combined,Uncategorized,Uncategorized
Total Toxic Organics [TTO] Non-Use Certification,Toxic Organics,Toxic Organics
"Acute Mthd Survival Endpt, %Effect, Median TSTaHo R/nR Pass/Fail, StatR96hr S fontinalis",Metals,Tin
"Chronic Mthd, Survival Endpt %Effect, Growth Endpt Median TSTcHo R/nR Pass/Fail, StatR7d A bahia",Aquatic Toxicity,Aquatic Toxicity
"Chronic Mthd, Survival Endpt %Effect, Growth Endpt Median TSTcHo R/nR Pass/Fail, StatR7d H costata",Aquatic Toxicity,Aquatic Toxicity
"Chronic Mthd, Survival Endpt %Effect, Growth Endpt Median TSTcHo R/nR Pass/Fail, StatR7d P promelas",Aquatic Toxicity,Aquatic Toxicity
"Chronic Mthd, Survival Endpt %Effect, Growth Endpt Median TSTcHo R/nR Pass/Fail, StatR7d M beryllina",Aquatic Toxicity,Aquatic Toxicity
"Chronic Mthd, Survival Endpt %Effect, Growth Endpt Median TSTcHo R/nR Pass/Fail, StatR7d A affinis",Aquatic Toxicity,Aquatic Toxicity
"Chronic Mthd, Survival Endpt %Effect, Reprod Endpt Median TSTcHo R/nR Pass/Fail, StatR8dmax C dubia",Aquatic Toxicity,Aquatic Toxicity
"Chronic Mthd Growth Endpt, %Effect, Median TSTcHo R/nR Pass/Fail, Static96hr R subcapitata",Aquatic Toxicity,Aquatic Toxicity
"Chronic Mthd Larval Development Endpt, %Effect, Median TSTcHo R/nR Pass/Fail, Static48hr C gigas",Other,Fuel
"Chronic Mthd Larval Development Endpt, %Effect, Median TSTcHo R/nR Pass/Fail, Static48hr H rufescens",Aquatic Toxicity,Aquatic Toxicity
"Chronic Mthd Larval Development Endpt, %Effect, Median TSTcHo R/nR Pass/Fail, Static48hr Mytilus spp",Aquatic Toxicity,Aquatic Toxicity
"Chronic Mthd Fertilization Endpt, %Effect, Median TSTcHo R/nR Pass/Fail, Static40min S purpuratus",Aquatic Toxicity,Aquatic Toxicity
"Chronic Mthd Fertilization Endpt, %Effect, Median TSTcHo R/nR Pass/Fail, Static40min D excentricus",Aquatic Toxicity,Aquatic Toxicity
"Chronic Mthd Germination Endpt, %Effect, Median TSTcHo R/nR Pass/Fail, Static48hr M pyrifera",Aquatic Toxicity,Aquatic Toxicity
"Chronic Mthd Germ Tube Length Endpt, %Effect, Median TSTcHo R/nR Pass/Fail, Static48hr M pyrifera",Aquatic Toxicity,Aquatic Toxicity
Lead-212 [Radioactivity Concentration],Other,Radiation
Number of Consecutive Exceedances,Uncategorized,Uncategorized
Precious Metals Produced,Metals,Other Metals
% Effect Static 96HR Acute Cyprinodeon variegas,Other,Fuel
Oil and grease [Can Production],Other,Fuel
Total PFOA and PFOS,Uncategorized,Uncategorized
"Organics, total toxic [TTO] [Can Production]",Organics,Other Organics
"2,3,5,6-Tetrachlorophenol",Toxic Organics,Toxic Organics
"Tributyltin, total recoverable",Metals,Tin
"SSO, Wet Weather",Uncategorized,Uncategorized
"Alpha, gross adjusted",Other,Other
Diazinon + Chlorpyrifos,Toxic Organics,Toxic Organics
"Release [Sewer], Dry Weather",Uncategorized,Uncategorized
"Release [Sewer], Wet Weather",Uncategorized,Uncategorized
Bypass of Treatment Facility,Other,Other
Miscellaneous Discharge Toxicity [Subsea Discharges] [Mysidopsis bahia],Aquatic Toxicity,Aquatic Toxicity
Miscellaneous Discharge Toxicity [Subsea Discharges] [Menidia beryllina],Aquatic Toxicity,Aquatic Toxicity
